Description,Commenting,Ogling,Groping
head home met boy wink abus also abus,0,1,0
even dtc bus mobil stolen somebodi,0,0,0
happen friend one afternoon stand outsid home man stare come toward came realli close touch grope herit around month,1,0,1
travel bus cundoct tri touch bodi part sever time,1,0,0
one day pass road saw man near bridg rape year old girl,0,0,0
physic abus travel crow public vehicl return form offic,0,0,1
stood bus stop man step toe ask whi look veri hash eye decid not say anyth becaus not know intens,0,0,0
two biker tri snatch dupatta near bus stop took dupatta away ran corner,0,0,1
touch wrong place train,0,0,1
stalk comment bikein even,0,0,0
metro person continu stare avoid got uttam nagar station stood front door door close gave fli kiss show veri cheap gestur,0,1,0
saw man beat wife amp shout,0,0,0
realli bad,1,0,0
incid took place juli eveningtwo biker tri snatch chain woman unsuccess,0,0,0
walk sister old man tri catch hand got scare walk peopl,0,0,1
happen take girlfriend koti famous shop place hyderabad citywhen visit candi shop near big bazar guy star comment indec becaus gf wear tshirt comment indec believ unsaf place india naresh,1,1,0
walk road one person start flirt fell unsecur alway stay flirt way home,0,0,0
realli bad,1,0,0
get share auto destin men made kiss nois,1,0,0
friend got grope behind travel cst station,0,0,1
saturday go shop heard someon whistl turn see saw anoth boy come toward pretend not seen walk away,0,0,0
happen near karol bagh metro stationi go class someon comment,1,1,0
drag van somehow manag escap help peopl happen dure even pm,0,0,0
came colleg cab day come attend clock lectur colleg taxi driver told bug stuck hair tri brush bug told still told take shove hand insid tshirt quit frighten shove hand away got cab quick possiblythi happen outsid gate sophia colleg mumbai,0,0,1
walk station someon touch,0,0,1
misbehav,0,0,0
harass near sukh sagar,1,1,0
purs snatch,0,0,0
men walk group saw begun touch privat part ignor hurri walk pass lough one said quotstop pretend need thisquot,1,1,0
friend shop group og middl age men start comment us,1,0,0
went morn walk guy bike pass made obscen gestur repuls upset wonder provok gestur,1,0,0
come station exit station group boy pass comment stare contin,1,1,0
vulgur messag facebook,0,0,0
pass school boy start call good reason decid ignor,1,0,0
walk school men made facial express,0,1,0
comment ogl afternoonth local dtc buse overcrowd men around pass cheap comment make uncomfort women travelther dtc buse women separ women coach metro,1,1,0
go home one guy comment dress n felt bad,1,0,0
sexual harrass,0,0,1
catcal comment touch,1,0,1
saw boy forc girl kiss also touch,0,0,1
group boy pass bad comment girl wait autothi incid took place two moth back dure even,1,0,0
boy click pictur,1,0,0
obscen comment,1,0,0
harass gang guy rape meon day move street met group boy came confront mewhen tri escap ran one rape,0,0,0
girl small incid happen stay parent veri orthodox famili guy also stay flat small room terraceh notouri guy girl veri innoc everi one took advantag guy use call often whenev seen terrac outsid househ use touch privat part also ask touch refus veri cruel herthi girl scare tell incid anybodi esp parent fear put ito four wall veri sooner attain puberti came end atroci act girl not allow go anywher alon one day guy caught land owner start continu vicious act beaten death member flat room lock perman,0,0,1
saw boy harass girl road even,1,0,0
drink near park peopl came tri rob us show us knife made nuisanc themselv could get,1,0,0
saw girl harass group boy stare dress start whistl teas girl pass girl ignor follow met friend,1,1,0
man roam around powai stop women street first ask direct money claim dire need various reason mani girl encount alarm,0,0,0
travel nepal yatayat stand one middl age man tri touch back privat part react time incid alway feel scare travel anywher public transport,0,0,1
misbehav girl go buy cloth,1,1,0
walk look butock say quottumetosha mbogaquot,1,1,0
sexual invit,0,0,0
friend go home boy tri ask lift,1,1,1
go hous dark alreadi guy follow look like gambler start comment veri scare time sudden man known shout name went,1,0,0
harass,1,1,1
man flash broad daylight horrif,0,0,0
friend mine abus asa child,0,1,1
guy show peni street boudha make embarrass walk work,0,0,0
coupl singl women avoid spot pm reasonsther mani voyeur men come group sit rock close coupl seem video surveil entri road mean perpetr could get away koliwada villag stretch avoid pm versova beach till main juhu beach,1,1,0
sit rickshaw one guy came snatch mobil gave abus,1,0,0
peop call chinki abus north eastern horrifi,0,0,0
comment colleg dure afternoon hour,1,0,0
follow,0,1,0
pedicab cyclist insult threaten shopper outsid mall yell top macho voic,1,0,0
phone stalk year guy recollect interact work restaur societi got number work kept call block call continu send messag well year even found facebook,0,0,0
go buy thing cycl men bike kept follow cycl sometim crash cycl shout thing ran away,0,0,0
incid took place may pervert comment inapt woman metro stationsh snap back crowd gather guy got beaten,1,0,0
girl beaten brother becaus found not go school use money given fare walk around bad girl,0,0,0
happen metro station afternoon,1,1,1
coupl biker went pass lewd comment make vulgar gestur,1,0,0
stalk classmat also polit parti member,0,0,0
one boy came touch bodi ran away veri pain,0,0,1
walk toward station around guy bike drove real close touch hand express also cheap,1,0,1
near south ex guy whistl constant comment,1,0,0
incid took place even th may friend mine came club guy start comment dress use vulgar languag even follow,1,0,0
men like call us tell us want boob becaus big,1,0,0
walk streettwo boy sit insid cafe call look kept go one boy whistl tri follow meth walk fast lost sight,1,1,0
shopkeep start touch girl privat part window shop laptop bag,0,0,1
group four boy car outsid ramja colleg commentingit happen morn,1,0,0
veri dim light churchgat station plus dangl wire make veri danger,0,0,0
stalk borivali,0,0,0
incid attempt rape report day back,0,0,0
bus man purpos fell touch unppropri excus,0,0,1
around year old man touch bodi travel microbus bus routegausala maharajgunj,0,0,1
chain snatch amp indec exposur,0,0,0
go school micro bus ( public vehicl ) one boy tri touch back move bit far,0,0,1
reach bus stop work head toward home biker pillion rider came along behind tri snatch chain abl deni somehow alon back,0,0,0
walk home school man touch butt,0,0,1
man age father attempt molest park lot littl kid,0,0,0
friend man invit berth start touch inappropri,0,0,1
touch amp harass verbal,1,1,1
bunch loser ( weird guy ) kept tail friend ( femal ) shop lulu mall kochi kept follow us one floor anoth even enter store went point even tri photobomb us got rid onli leav mall,0,1,0
one colleagu use pass comment well ask go hotel,1,0,0
friend physic abus uncl,1,0,1
comment upon dure even hour,1,0,0
guy travel rickshaw hhe kept look back wierd repeat,0,1,0
touch breast,0,0,1
field play certain boy start take pictur us,0,0,0
came back school reach home go upstair somebodi age ask whether compani deliv post build said start climb said innerwar shown act act adjust grope screamt ran away lost braveri confid let fight teach boy child manner let stop india,0,0,1
bus conductor pass bad comment,1,0,0
despit uniform call men sit along road chew khat,0,0,0
realli bad,1,0,0
walk road man comment movement girl bodi part indec languag quot,1,1,0
stranger touch butt,0,0,1
return friend hous follow stranger,0,0,0
sit bus guy next seat show peni oppen pant,1,0,1
indec song,0,1,0
chain snatch earli morn ladi morn walk,0,0,0
pick pocket snatch,1,0,0
accent number plate follow almost daili street poor light,0,0,0
usual face problem like teas comment sing song way homeon day wait friend middl age man come near want talk ignor,1,1,0
friend went visit pashupatinath templ peer group came close us whistl comment us,1,0,0
aunt sent around pm one shop found besid hous buy candl sinc lightwhen arriv store mani peopl especi boy went anoth store bought candleon way back saw figit without know actual talk meon held tri kiss scream,0,0,0
happen one cousin said one man tri touch said would buy scooti spent time,1,0,0
sexual invit stalk,0,1,1
metro station two boy daili follow pass comment,1,0,0
come back colleg guy follow bike follow till hous,0,0,0
night boy tri touch friend,0,0,1
age yearstyp harassmentstar bus th march ( day time/even ) catcal villag ( day time ),0,1,0
girl walk along railway line shout boy stand side railwayquothey know work themquot,1,0,0
boy metro general take pictur girl travel also give indec action express case recent happen travel metro,0,0,0
mcds rohini boy sit front seat comment take pictur ad whistlingtook place even,1,0,0
worker slum nearbi region sexual assault teenag take advantag mental ill state,0,0,1
seen two boy comment one friend teh comment veri cheap,1,0,0
